Security Name,Symbol,Shares,Weight(%),52 Wk Change(%)
GoerTek Inc,2241,"446,920",0.01,NA
Zhejiang Jiuzho,603456,"97,400",0.01,NA
Beijing Sinnet ,300383,"183,600",0.01,NA
Zhejiang Semir ,2563,"138,900",0.01,NA
Kokuyo Co. Ltd,7984,"151,713",0.01,NA
Jiangsu Express,600377,"76,000",0.01,NA
Canon Marketing,8060,"83,118",0.01,NA
FIH Mobile Ltd,2038,"5,543,303",0.01,NA
Beijing SL Phar,2038,"136,000",0.01,NA
Dongguan Develo,828,"127,800",0.01,NA
Ultrapar Partic,UGPA3,"1,505,252",0.01,NA
New Hope Liuhe ,876,"569,100",0.01,NA
Shanghai Electr,600021,"325,100",0.01,NA
Beijing Capital,600376,"340,513",0.01,NA
Rajesh Exports ,RAJESHEXPO,"250,793",0.01,NA
Furukawa Electr,5801,"114,274",0.01,NA
Taisho Pharmace,4581,"84,978",0.01,NA
General Insuran,GICRE,"192,631",0.01,NA
Fuyao Glass Ind,600660,"158,400",0.01,NA
Yantai Changyu ,869,"30,900",0.01,NA
Hysan Developme,14,"1,139,877",0.01,NA
NetEase Inc,9999,"161,132",0.01,NA
National Bank o,ETE,"993,461",0.01,NA
Oriental Energy,2221,"137,100",0.01,NA
Sao Martinho SA,SMTO3,"300,200",0.01,NA
Adani Power Ltd,ADANIPOWER,"1,731,358",0.01,NA
Beijing Zhong K,970,"161,881",0.01,NA
Hanwha Aerospac,12450,"64,264",0.01,NA
Zhejiang Weixin,2372,"205,000",0.01,NA
Keppel DC REIT,AJBU,"2,344,374",0.01,NA
Hang Zhou Great,2444,"159,100",0.01,NA
Hundsun Technol,600570,"217,217",0.01,NA
Bright Dairy & ,600597,"160,300",0.01,NA
Kewpie Corp,2809,"197,153",0.01,NA
Doosan Infracor,42670,"85,789",0.01,NA
Shandong Gold M,600547,"1,133,063",0.01,NA
Irish Bank Reso,CKL1,"236,607",0.01,NA
Xinjiang Goldwi,2202,"300,297",0.01,NA
MGM China Holdi,2282,"1,311,723",0.01,NA
Neoen SA,NEOEN,"50,727",0.01,NA
Seino Holdings ,9076,"262,126",0.01,NA
Baoshan Iron & ,600019,"2,406,200",0.01,NA
Mobile TeleSyst,MTSS,"1,076,612",0.01,NA
Tokyo Ohka Kogy,4186,"69,578",0.01,NA
Bank Al-Jazira,1020,"744,092",0.01,NA
Huaxia Bank Co,600015,"1,977,198",0.01,NA
JDE Peet's NV,JDEP,"154,977",0.01,NA
Han's Laser Tec,2008,"118,000",0.01,NA
Shanghai Zhangj,600895,"199,900",0.01,NA
LG Uplus Corp,32640,"402,697",0.01,NA
CSN Mineracao S,CMIN3,"940,600",0.01,NA
Sinotruk Hong K,3808,"1,245,884",0.01,NA
Mando Corp,204320,"61,711",0.01,NA
Japan Aviation ,6807,"82,881",0.01,NA
GF Securities C,776,"660,600",0.01,NA
Datang Internat,991,"5,235,035",0.01,NA
Crown Resorts L,CWN,"642,136",0.01,NA
Founder Securit,601901,"1,051,600",0.01,NA
Poly Property S,6049,"252,646",0.01,NA
First Pacific C,142,"4,265,139",0.01,NA
Zhejiang Dingli,603338,"47,554",0.01,NA
Yifan Pharmaceu,2019,"174,100",0.01,NA
BGI Genomics Co,300676,"18,391",0.01,NA
Zhejiang Wanfen,2085,"282,600",0.01,NA
Akbank TAS,AKBNK.E,"4,928,199",0.01,NA
Aliansce Sonae ,ALSO3,"234,100",0.01,NA
Advanced Micro-,688012,"81,173",0.01,NA
Coca-Cola Icece,CCOLA.E,"113,188",0.01,NA
Towngas China C,1083,"2,049,307",0.01,NA
Zenkoku Hosho C,7164,"93,168",0.01,NA
Alibaba Picture,1060,"24,632,294",0.01,NA
Guangdong Elect,200539,"1,537,191",0.01,NA
Wens Foodstuffs,300498,"231,080",0.01,NA
Kalbe Farma Tbk,KLBF,"35,764,337",0.01,NA
Astro Malaysia ,ASTRO,"2,650,368",0.01,NA
Daan Gene Co. L,2030,"194,416",0.01,NA
Pacific Securit,601099,"938,519",0.01,NA
Changchun High ,661,"52,682",0.01,NA
Itau Unibanco H,ITUB3,"440,301",0.01,NA
Autohome Inc,2518,"18,724",0.01,NA
China Eastern A,670,"3,925,171",0.01,NA
Universal Scien,601231,"96,700",0.01,NA
Metallurgical C,601618,"1,348,900",0.01,NA
Polycab India L,POLYCAB,"45,166",0.01,NA
Tongling Nonfer,630,"1,372,758",0.01,NA
Shandong Hualu ,600426,"273,344",0.01,NA
Shanghai Mechan,600835,"74,800",0.01,NA
Falabella SA,FALABELLA,"1,466,550",0.01,NA
Krafton Inc,259960,"1,430",0.01,NA
Perfect World C,2624,"237,400",0.01,NA
Kuang-Chi Techn,2625,"280,900",0.01,NA
Shanghai Enviro,601200,"102,800",0.01,NA
Beijing Wantai ,603392,"27,860",0.01,NA
B Grimm Power P,BGRIM-F,"1,402,152",0.01,NA
AVIC Electromec,2013,"519,892",0.01,NA
China Railway S,3969,"2,781,353",0.01,NA
Lifestyle Inter,1212,"837,820",0.01,NA
Turkiye Petrol ,TUPRS.E,"240,788",0.01,NA
Berli Jucker PC,BJC-F,"2,010,682",0.01,NA
Shanghai Lingan,600848,"201,288",0.01,NA
Guangdong Kinlo,2791,"30,300",0.01,NA
L&T Technology ,LTTS,"46,073",0.01,NA
Canara Bank,CANBK,"596,020",0.01,NA
SEB SA,SK,"18,690",0.01,NA
Biocon Ltd,BIOCON,"844,765",0.01,NA
China Merchants,1914,"141,100",0.01,NA
Haisco Pharmace,2653,"105,000",0.01,NA
Lens Technology,300433,"656,400",0.01,NA
Ashok Leyland L,ASHOKLEY,"2,675,885",0.01,NA
Shenzhen Invest,604,"4,415,151",0.01,NA
Horiba Ltd,6856,"71,595",0.01,NA
VTB Bank PJSC,VTBR,"5,529,218,867",0.01,NA
VTB Bank PJSC,VTBR,"1,904,444",0.01,NA
Fujian Longking,600388,"119,900",0.01,NA
Yadea Group Hol,1585,"1,818,000",0.01,NA
Yihai Kerry Ara,300999,"167,000",0.01,NA
Emami Ltd,EMAMILTD,"391,164",0.01,NA
Mindtree Ltd,MINDTREE,"81,189",0.01,NA
Mesaieed Petroc,MPHC,"8,155,872",0.01,NA
Tianma Microele,50,"312,900",0.01,NA
Shanghai Intern,600018,"1,361,200",0.01,NA
Shanghai Shimao,600823,"394,194",0.01,NA
China Medical S,867,"2,298,850",0.01,NA
Samsonite Inter,1910,"2,407,303",0.01,NA
Tibet Summit Re,600338,"79,600",0.01,NA
Santander Bank ,SPL,"54,880",0.01,NA
CSG Holding Co,200012,"2,877,152",0.01,NA
Grupo de Invers,PFGRUPSURA,"153,364",0.01,NA
Kyudenko Corp,1959,"74,261",0.01,NA
PhosAgro PJSC,PHOR,"12,205",0.01,NA
PhosAgro PJSC,PHOR,"162,313",0.01,NA
Xinjiang Zhongt,2092,"322,500",0.01,NA
Haci Omer Saban,SAHOL.E,"1,588,763",0.01,NA
Lao Feng Xiang ,600612,"42,669",0.01,NA
Jollibee Foods ,JFC,"772,268",0.01,0.00
Bank of Ningbo ,2142,"786,700",0.01,NA
A-Living Smart ,3319,"640,790",0.01,NA
Anhui Kouzi Dis,603589,"32,600",0.01,NA
Guotai Junan Se,601211,"259,800",0.01,NA
Maeda Corp,1824,"244,567",0.01,NA
Shengyi Technol,600183,"288,700",0.01,NA
Chongqing Depar,600729,"50,200",0.01,NA
Livzon Pharmace,1513,"344,871",0.01,NA
CAP SA,CAP,"134,720",0.01,795.00
CSC Financial C,6066,"1,628,748",0.01,NA
Sichuan Teway F,603317,"24,960",0.01,NA
Qatar Insurance,QATI,"2,941,486",0.01,NA
ZTE Corp,763,"1,410,512",0.01,NA
Traton SE,8TRA,"93,823",0.01,NA
TangShan Port G,601000,"801,200",0.01,NA
Kingboard Lamin,1888,"1,951,118",0.01,NA
China Coal Ener,601898,"362,038",0.01,NA
Cia Brasileira ,PCAR3,"185,342",0.01,NA
Sungrow Power S,300274,"189,300",0.01,NA
CECEP Wind-Powe,601016,"665,300",0.01,NA
An Hui Wenergy ,543,"291,400",0.01,NA
Huapont Life Sc,2004,"257,600",0.01,NA
Rongan Property,517,"427,200",0.01,NA
China Fortune L,600340,"478,047",0.01,NA
Unigroup Guoxin,2049,"82,697",0.01,NA
Co for Cooperat,8010,"117,189",0.01,NA
Castrol India L,CASTROLIND,"917,394",0.01,NA
Huolinhe Opencu,2128,"189,700",0.01,NA
China Lesso Gro,2128,"1,695,883",0.01,NA
Zhejiang Wolwo ,300357,"73,600",0.01,NA
Cleanaway Waste,CWY,"2,530,104",0.01,NA
CRH plc,CRHl,"67,919",0.01,NA
GS Engineering ,6360,"110,040",0.01,NA
Huaxi Securitie,2926,"243,600",0.01,NA
China Zheshang ,601916,"941,100",0.01,NA
Korea Gas Corp,36460,"47,377",0.01,NA
Coromandel Inte,COROMANDEL,"202,150",0.01,NA
Guangzhou Baiyu,600332,"157,100",0.01,NA
Hesteel Co. Ltd,709,"1,384,800",0.01,NA
Telecom Egypt C,ETEL,"582,348",0.01,NA
Xiamen ITG Grou,600755,"253,000",0.01,NA
Newland Digital,997,"247,699",0.01,NA
Bank of East As,23,"2,390,652",0.01,NA
Dar Al Arkan Re,4300,"958,674",0.01,NA
Angang Steel Co,898,"719,300",0.01,NA
Toshiba TEC Cor,6588,"45,561",0.01,NA
Zhefu Holding G,2266,"694,800",0.01,NA
China Power Int,2380,"8,290,326",0.01,NA
Rabigh Refining,2380,"403,788",0.01,NA
KCC Corp,2380,"8,083",0.01,NA
JCDecaux SA,DEC,"132,472",0.01,NA
Pola Orbis Hold,4927,"138,870",0.01,NA
Oppein Home Gro,603833,"30,762",0.01,NA
Terna Energy SA,TENERGY,"89,106",0.01,NA
DAMAC Propertie,DAMAC,"2,890,982",0.01,NA
Yealink Network,300628,"103,668",0.01,NA
Jiangsu Yanghe ,2304,"197,000",0.01,NA
CGN Power Co. L,3816,"294,300",0.01,NA
Hyundai Wia Cor,11210,"29,354",0.01,NA
Hyundai Motor C,5385,"37,788",0.01,NA
Grupo Aval Acci,PFAVAL,"7,479,782",0.01,NA
Shenzhen Energy,27,"651,220",0.01,NA
Shandong Buchan,603858,"55,700",0.01,NA
Telefonica Deut,O2D,"1,222,778",0.01,NA
Saudi Industria,2250,"413,594",0.01,NA
Lianhe Chemical,2250,"121,610",0.01,NA
Cia Energetica ,CMIG4,"1,188,626",0.01,NA
Yihai Internati,1579,"877,418",0.01,NA
Bank of Changsh,601577,"440,300",0.01,NA
Cementos Argos ,CEMARGOS,"927,844",0.01,NA
Grupo de Invers,GRUPOSURA,"450,450",0.01,NA
Federal Grid Co,FEES,"489,926,667",0.01,NA
Metcash Ltd,MTS,"1,854,366",0.01,0.00
Page Industries,PAGEIND,"10,657",0.01,NA
Capital Securit,6005,"3,923,587",0.01,NA
JD.com Inc,9618,"87,549",0.01,NA
China Taiping I,966,"2,767,472",0.01,NA
Bluestar Adisse,600299,"133,700",0.01,NA
Isetan Mitsukos,3099,"655,849",0.01,NA
Tata Motors Ltd,TATAMTRDVR,"900,761",0.01,NA
China Motor Cor,2204,"481,642",0.01,NA
Federal Bank Lt,FEDERALBNK,"2,792,892",0.01,NA
Liberty Holding,LBH,"210,867",0.01,NA
Wangsu Science ,300017,"300,300",0.01,NA
Jiangsu Hengli ,601100,"149,358",0.01,NA
Gujarat Gas Ltd,GUJGASLTD,"373,843",0.01,NA
Zhangzhou Pient,600436,"77,597",0.01,NA
China Oilfield ,601808,"236,889",0.01,NA
Boubyan Petroch,BPCC,"695,924",0.01,NA
Jiangsu Express,177,"2,491,275",0.01,NA
Bangkok Life As,BLA-F,"716,902",0.01,NA
KingClean Elect,603355,"35,714",0.01,NA
Nexteer Automot,1316,"1,494,541",0.01,NA
Mytilineos SA,MYTIL,"209,346",0.01,NA
Hutchison Telec,215,"2,098,363",0.01,NA
LG Innotek Co. ,11070,"26,532",0.01,NA
Glenmark Pharma,GLENMARK,"275,961",0.01,NA
Sichuan Road & ,600039,"621,470",0.01,NA
Youzu Interacti,2174,"108,800",0.01,NA
BGF retail Co. ,282330,"11,489",0.01,NA
Bayer CropScien,BAYERCROP,"23,920",0.01,NA
Haitong Interna,665,"4,497,047",0.01,NA
Xian Internatio,516,"277,200",0.01,NA
CJ ENM Co. Ltd,35760,"19,381",0.01,NA
Maruichi Steel ,5463,"111,141",0.01,NA
AMMB Holdings B,AMBANK,"3,890,600",0.01,NA
GOME Retail Hol,493,"25,183,816",0.01,NA
Zhaojin Mining ,1818,"1,840,637",0.01,NA
XPeng Inc,9868,"65,978",0.01,NA
Guararapes Conf,GUAR3,"164,900",0.01,NA
China Oilfield ,2883,"3,398,706",0.01,NA
Perusahaan Gas ,PGAS,"18,640,846",0.01,NA
Gudang Garam Tb,GGRM,"838,686",0.01,NA
Tongkun Group C,601233,"291,600",0.01,NA
SK Telecom Co. ,17670,"9,146",0.01,NA
China Cinda Ass,1359,"15,961,916",0.01,NA
Lawson Inc,2651,"89,558",0.01,NA
Burgan Bank SAK,BURG,"1,388,505",0.01,NA
Qatar Fuel QSC,QFLS,"909,323",0.01,NA
Petkim Petrokim,PETKM.E,"2,280,255",0.01,NA
VTech Holdings ,303,"301,620",0.01,NA
Jindal Steel & ,JINDALSTEL,"747,248",0.01,NA
Hellenic Petrol,ELPE,"106,801",0.01,NA
Citic Pacific S,708,"644,353",0.01,NA
Orbia Advance C,ORBIA,"1,884,179",0.01,NA
Ottogi Corp,7310,"2,515",0.01,NA
JS Global Lifes,1691,"1,189,591",0.01,NA
Nufarm Ltd./Aus,NUF,"608,767",0.01,NA
China Reinsuran,1508,"12,380,206",0.01,NA
Nine Dragons Pa,2689,"2,911,072",0.01,NA
Cielo SA,CIEL3,"2,133,076",0.01,NA
Jiangxi Copper ,358,"2,118,392",0.01,NA
Chinese Univers,600373,"135,800",0.01,NA
Visual China Gr,681,"75,600",0.01,NA
YDUQS Participa,YDUQ3,"557,692",0.01,NA
Fiberhome Telec,600498,"141,597",0.01,NA
Vitasoy Interna,345,"1,492,957",0.01,NA
AVIC Industry-F,600705,"1,176,800",0.01,NA
Liaoning Port C,601880,"2,084,400",0.01,NA
Beijing Shougan,959,"529,600",0.01,NA
Cheil Worldwide,30000,"125,264",0.01,NA
Jiangxi Copper ,600362,"309,400",0.01,NA
Everbright Secu,601788,"524,095",0.01,NA
Zhongshan Publi,685,"225,500",0.01,NA
Bank Negara Ind,BBNI,"14,035,987",0.01,NA
Bezeq The Israe,BEZQ,"3,887,578",0.01,NA
Yunnan Energy N,2812,"101,910",0.01,NA
CanSino Biologi,6185,"131,459",0.01,NA
SHO-BOND Holdin,1414,"85,757",0.01,NA
Usinas Siderurg,USIM5,"848,800",0.01,NA
Fuji Media Hold,4676,"63,709",0.01,NA
Zensho Holdings,7550,"176,028",0.01,NA
Will Semiconduc,603501,"80,296",0.01,NA
Saudi Pharmaceu,2070,"109,914",0.01,NA
PTT Oil & Retai,OR-F,"4,835,900",0.01,NA
Fawry for Banki,FWRY,"1,201,697",0.01,NA
H.U. Group Hold,4544,"93,884",0.01,NA
Sinotrans Ltd,598,"3,824,064",0.01,NA
Chengdu Xingron,598,"517,505",0.01,NA
Shijiazhuang Yi,2603,"175,360",0.01,NA
Bukit Asam Tbk ,PTBA,"7,513,155",0.01,NA
Hirogin Holding,7337,"552,484",0.01,NA
Netmarble Corp,251270,"34,990",0.01,NA
Holitech Techno,2217,"399,600",0.01,NA
Zhihu Inc,ZH Quick QuoteZH,"91,202",0.01,421.00
Takeda Pharmace,TAK Quick QuoteTAK,"266,210",0.01,-16.61
TAL Education G,TAL Quick QuoteTAL,"834,008",0.01,-95.07
Tuya Inc,TUYA Quick QuoteTUYA,"82,677",0.01,521.00
Weibo Corp,WB Quick QuoteWB,"95,526",0.01,-21.66
Teva Pharmaceut,TEVA Quick QuoteTEVA,"14,374",0.01,-30.13
Unilever Indone,UNVR Quick QuoteUNVR,"10,745,150",0.01,31.16
Unipro PJSC,UPRO Quick QuoteUPRO,"22,147,100",0.01,0.00
Shin Poong Phar,19170,"62,227",0.01,NA
AECC Aviation P,600893,"351,600",0.01,NA
Shenzhen Salubr,2294,"122,100",0.01,NA
Anker Innovatio,300866,"12,000",0.01,NA
Grandjoy Holdin,31,"456,788",0.01,NA
Swatch Group AG,UHRN,"66,695",0.01,NA
BTS Group Holdi,BTS-F,"15,659,121",0.01,NA
Gav-Yam Lands C,GVYM,"173,184",0.01,NA
Ninestar Corp,2180,"108,925",0.01,NA
China Everbrigh,257,"6,735,484",0.01,NA
SK Networks Co,1740,"259,931",0.01,NA
JGC Holdings Co,1963,"400,254",0.01,NA
Wingtech Techno,600745,"159,000",0.01,NA
Beijing New Bui,786,"216,496",0.01,NA
Iyo Bank Ltd,8385,"494,894",0.01,NA
Xiamen C & D In,600153,"366,700",0.01,NA
China Railway S,688009,"1,025,723",0.01,NA
Grendene SA,GRND3,"625,200",0.01,NA
Guizhou Bailing,2424,"139,100",0.01,NA
Kyushu Financia,7180,"707,376",0.01,NA
Heiwa Corp,6412,"108,359",0.01,NA
Humansoft Holdi,HUMANSOFT,"177,747",0.01,NA
Yamato Kogyo Co,5444,"62,415",0.01,NA
Maanshan Iron &,600808,"1,540,900",0.01,NA
Shopping Centre,SCP,"2,002,391",0.01,NA
Kobe Steel Ltd,5406,"540,467",0.01,NA
Indiabulls Hous,IBULHSGFIN,"626,312",0.01,NA
Beijing Enterpr,371,"10,067,390",0.01,NA
Shenzhen Zhongj,60,"452,300",0.01,NA
Yintai Gold Co,975,"366,940",0.01,NA
Wuhan Guide Inf,2414,"299,888",0.01,NA
CECEP Solar Ene,591,"417,380",0.01,NA
Semen Indonesia,SMGR,"5,477,549",0.01,NA
Investec Ltd,INL,"517,887",0.01,NA
Hansoh Pharmace,3692,"1,782,608",0.01,NA
Sundaram Financ,SUNDARMFIN,"125,127",0.01,NA
Buzzi Unicem SP,BZU,"171,460",0.01,NA
Thunder Softwar,300496,"59,700",0.01,NA
Greentown China,3900,"1,481,797",0.01,NA
Gongniu Group C,603195,"27,500",0.01,NA
NMDC Ltd,NMDC,"1,480,863",0.01,NA
Air China Ltd,753,"3,690,019",0.01,NA
Grupo Argos SA/,GRUPOARGOS,"578,994",0.01,NA
Ushio Inc,6925,"208,124",0.01,NA
Yanzhou Coal Mi,600188,"107,000",0.01,NA
Kadokawa Corp,9468,"77,100",0.01,NA
Digital China I,555,"72,800",0.01,NA
Banco Santander,SANB11,"675,615",0.01,NA
Daewoo Shipbuil,42660,"89,039",0.01,NA
Proximus SADP,PROX,"264,176",0.01,NA
JD Logistics In,2618,"170,817",0.01,NA
Eva Airways Cor,2618,"4,521,188",0.01,NA
Siasun Robot & ,300024,"200,120",0.01,NA
CJ Corp,1040,"24,411",0.01,NA
Phoenix Holding,PHOE,"222,918",0.01,NA
Zhuzhou Kibing ,601636,"248,300",0.01,NA
Harel Insurance,HARL Quick QuoteHARL,"208,347",0.01,15.52
Gerdau SA,GGB Quick QuoteGGB,"973,517",0.01,7.30
I-Mab,IMAB Quick QuoteIMAB,"48,440",0.01,-44.41
Vale Indonesia ,INCO Quick QuoteINCO,"3,718,262",0.01,0.00
Globe Telecom I,GLO Quick QuoteGLO,"53,992",0.01,0.00
Indofood Sukses,INDF Quick QuoteINDF,"8,369,805",0.01,0.00
51job Inc,JOBS Quick QuoteJOBS,"52,642",0.01,-25.61
Galapagos NV,GLPG Quick QuoteGLPG,"91,288",0.01,-47.31
Ascott Residenc,HMN Quick QuoteHMN,"3,302,191",0.01,-15.36
iQIYI Inc,IQ Quick QuoteIQ,"545,368",0.01,-79.80
Barrick Gold Co,GOLD Quick QuoteGOLD,"23,670",0.01,-18.84
Gaotu Techedu I,GOTU Quick QuoteGOTU,"260,600",0.01,-96.78
Mondi plc,MNP Quick QuoteMNP,"200,265",0.01,0.00
MINISO Group Ho,MNSO Quick QuoteMNSO,"129,354",0.01,-69.42
Motor Oil Hella,MOH Quick QuoteMOH,"103,905",0.01,24.91
Hello Group Inc,MOMO Quick QuoteMOMO,"249,430",0.01,-42.05
Metropolitan Ba,MBT Quick QuoteMBT,"3,338,056",0.01,-23.14
Mobile TeleSyst,MBT Quick QuoteMBT,"273,284",0.01,-23.14
Nova Ltd,NVMI Quick QuoteNVMI,"51,665",0.01,43.28
Megaworld Corp,MEG Quick QuoteMEG,"20,633,985",0.01,13.46
Maytronics Ltd,MTRN Quick QuoteMTRN,"78,361",0.01,22.18
Life Healthcare,LHC Quick QuoteLHC,"2,520,449",0.01,974.00
OneConnect Fina,OCFT Quick QuoteOCFT,"252,115",0.01,-90.00
Oil India Ltd,OIL Quick QuoteOIL,"697,842",0.01,0.00
Grupo Aeroportu,OMAB Quick QuoteOMAB,"537,412",0.01,2.23
Orora Ltd,ORA Quick QuoteORA,"1,652,125",0.01,-29.72
Santam Ltd,SNT Quick QuoteSNT,"73,481",0.01,-11.01
Washington H So,SOL Quick QuoteSOL,"170,923",0.01,-78.68
Steel Authority,SAIL Quick QuoteSAIL,"1,927,640",0.01,-31.78
Sappi Ltd,SAP Quick QuoteSAP,"1,045,582",0.01,6.40
Sapiens Interna,SPNS Quick QuoteSPNS,"56,874",0.01,-11.63
Public Power Co,PPC Quick QuotePPC,"216,065",0.01,36.27
Pepkor Holdings,PPH Quick QuotePPH,"2,897,083",0.01,0.00
Pakistan Petrol,PPL Quick QuotePPL,"1,225,773",0.01,6.04
Perpetual Ltd,PPT Quick QuotePPT,"101,810",0.01,0.00
Dr Reddy's Labo,RDY Quick QuoteRDY,"71,982",0.01,-14.27
Sartorius AG,SRT Quick QuoteSRT,"3,919",0.01,-37.67
Resilient REIT ,RES Quick QuoteRES,"601,099",0.01,41.88
Semirara Mining,SCC Quick QuoteSCC,"2,283,100",0.01,0.00
Eurazeo SE,RF Quick QuoteRF,"26,128",0.01,21.76
Surya Citra Med,SCMA Quick QuoteSCMA,"10,330,179",0.01,983.00
Skandinaviska E,SEB Quick QuoteSEB,58,0.01,18.63
Power Finance C,PFC Quick QuotePFC,"2,142,548",0.01,13.60
Rand Merchant I,RMI Quick QuoteRMI,"1,360,673",0.01,0.00
Cia Siderurgica,SID Quick QuoteSID,"577,080",0.01,-24.64
ROCKWOOL Intern,ROCK Quick QuoteROCK,"11,553",0.01,-41.96
Rostelecom PJSC,ROSYY Quick QuoteROSYY,"98,835",0.01,-25.50
Pick n Pay Stor,PIK Quick QuotePIK,"644,353",0.01,756.00
360 DigiTech In,QFIN Quick QuoteQFIN,"246,240",0.01,35.61
Pro Medicus Ltd,PME Quick QuotePME,"75,540",0.01,-63.11
OMV Petrom SA,SNP Quick QuoteSNP,"20,219,009",0.01,-2.00
TIM SA/Brazil,TIMB Quick QuoteTIMB,"31,251",0.01,-7.76
Wickes Group pl,WIX Quick QuoteWIX,"477,660",0.01,-48.90
Telekom Malaysi,TM Quick QuoteTM,"2,082,957",0.01,33.20
Worley Ltd,WOR Quick QuoteWOR,"697,296",0.01,-7.42
Telenet Group H,TNET Quick QuoteTNET,"82,754",0.01,-0.06
TPG Telecom Ltd,TPG Quick QuoteTPG,"687,085",0.01,"3,338.00"
Telefonica Bras,VIV Quick QuoteVIV,"232,429",0.01,5.59
Strauss Group L,STRS Quick QuoteSTRS,"76,174",0.01,32.22
Sulzer AG,SUN Quick QuoteSUN,"32,480",0.01,39.53
Yatsen Holding ,YSG Quick QuoteYSG,"125,182",0.01,-92.59
JOYY Inc,YY Quick QuoteYY,"95,603",0.01,-47.28
Truworths Inter,TRU Quick QuoteTRU,"765,279",0.01,9.12
Tenaris SA,TS Quick QuoteTS,"100,657",0.01,40.92
Grupo Aval Acci,AVAL Quick QuoteAVAL,"21,896",0.01,-16.96
Banco Santander,BSAC Quick QuoteBSAC,"229,749",0.01,-8.99
Bumi Serpong Da,BSDE Quick QuoteBSDE,"16,988,240",0.01,0.00
Air New Zealand,AIR Quick QuoteAIR,"898,196",0.01,6.41
CNP Assurances,CNP Quick QuoteCNP,"272,199",0.01,27.28
Braskem SA,BAK Quick QuoteBAK,"62,935",0.01,84.89
Brookfield Asse,BAMR Quick QuoteBAMR,"17,196",0.01,"5,475.00"
Dassault Aviati,AM Quick QuoteAM,"44,500",0.01,22.44
Banco de Credit,BCI Quick QuoteBCI,"87,394",0.01,0.00
Amot Investment,AMOT Quick QuoteAMOT,"275,678",0.01,6.52
AMP Ltd,AMP Quick QuoteAMP,"6,182,912",0.01,40.45
Cia Brasileira ,CBD Quick QuoteCBD,"127,955",0.01,-75.14
ABB India Ltd,ABB Quick QuoteABB,"95,839",0.01,22.32
Adbri Ltd,ABC Quick QuoteABC,"856,505",0.01,26.72
Aboitiz Power C,AP Quick QuoteAP,"2,776,111",0.01,-20.58
Arca Continenta,AC Quick QuoteAC,"814,883",0.01,21.81
ACC Ltd,ACC Quick QuoteACC,"157,540",0.01,21.31
Cia Cervecerias,CCU Quick QuoteCCU,"250,001",0.01,4.38
Big Shopping Ce,BIG Quick QuoteBIG,"17,859",0.01,-19.79
African Rainbow,ARI Quick QuoteARI,"197,886",0.01,12.73
Boral Ltd,BLD Quick QuoteBLD,"773,908",0.01,7.34
Sendas Distribu,ASAI Quick QuoteASAI,"107,761",0.01,"1,115.00"
Banca Mediolanu,BMED Quick QuoteBMED,"471,933",0.01,0.00
ASE Technology ,ASX Quick QuoteASX,"225,217",0.01,-4.40
Autohome Inc,ATHM Quick QuoteATHM,"100,313",0.01,-67.69
Beach Energy Lt,BPT Quick QuoteBPT,"3,240,394",0.01,109.56
Cia Energetica ,CIG Quick QuoteCIG,"628,957",0.01,2.63
CIMIC Group Ltd,CIM Quick QuoteCIM,"179,268",0.01,34.01
Alliance Global,AGI Quick QuoteAGI,"6,926,348",0.01,-14.68
AGL Energy Ltd,AGL Quick QuoteAGL,"1,170,247",0.01,"1,632.00"
BRF SA,BRFS Quick QuoteBRFS,"133,815",0.01,9.56
DiDi Global Inc,DIDI Quick QuoteDIDI,"590,588",0.01,486.00
Enbridge Inc,ENB Quick QuoteENB,"30,400",0.01,14.76
Enel Americas S,ENIA Quick QuoteENIA,"353,824",0.01,-23.20
Enel Chile SA,ENIC Quick QuoteENIC,"291,605",0.01,-50.00
Ezdan Holding G,ERES Quick QuoteERES,"2,852,201",0.01,-4.92
Telefonaktiebol,ERIC Quick QuoteERIC,"50,718",0.01,-7.01
GCC SAB de CV,GCC Quick QuoteGCC,"294,800",0.01,0.00
Dr. Martens plc,DOCS Quick QuoteDOCS,"924,089",0.01,"4,340.00"
Cyfrowy Polsat ,CPS Quick QuoteCPS,"491,207",0.01,-45.11
Central Retail ,CRC Quick QuoteCRC,"1,406,400",0.01,64.83
CSR Ltd,CSR Quick QuoteCSR,"897,918",0.01,28.37
Sovcomflot PJSC,FLOT Quick QuoteFLOT,"702,230",0.01,0.00
Flight Centre T,FLT Quick QuoteFLT,"266,407",0.01,-15.40
San Miguel Food,FB Quick QuoteFB,"1,191,868",0.01,13.34
Eastern Co. SAE,EAST Quick QuoteEAST,"1,778,143",0.01,-15.07
Ecopetrol SA,EC Quick QuoteEC,"162,154",0.01,2.27
FUCHS PETROLUB ,FPE Quick QuoteFPE,"60,009",0.01,0.00
Dada Nexus Ltd,DADA Quick QuoteDADA,"119,066",0.01,-73.82
Electricite de ,EDF Quick QuoteEDF,"235,509",0.01,0.00
Fraport AG Fran,FRA Quick QuoteFRA,"65,039",0.01,0.00
Dis-Chem Pharma,DCP Quick QuoteDCP,"626,003",0.01,24.26
Fortress REIT L,FFA Quick QuoteFFA,"2,243,733",0.01,0.00
Fauji Fertilize,FFC Quick QuoteFFC,"1,224,622",0.01,0.00
Cia Paranaense ,ELP Quick QuoteELP,"273,148",0.01,-2.21
RusHydro PJSC,HYDR Quick QuoteHYDR,"217,254,634",0.01,NA
